first_name,last_name,position,position_label,team_abbreviation,age,overall_rating,dev_trait,speed,strength,awareness,throw_accuracy,throw_power,catching,route_running,tackle_rating,coverage,pass_rush,kickpower,kickaccuracy,runblocking,passblocking,annual_salary,years_remaining
Danny,Pinter,OL,OL,IND,29,65,Normal,74,82,74,6,30,48,30,37,14,31,22,21,74,62,2.75,1
Derrick,Brown,DL,DL,CAR,27,95,Star,73,98,97,31,41,53,38,94,27,84,22,14,50,48,24.0,3
Jonathan,Taylor,RB,RB,IND,26,88,Superstar,92,82,96,20,29,71,55,27,16,29,17,15,34,51,14.0,2
Harrison,Bryant,TE,TE,PHI,27,71,Normal,83,71,74,13,34,79,63,47,27,50,20,18,62,63,1.26,1
Donovan,Peoples-Jones,WR,WR,NO,26,73,Normal,87,68,65,15,33,87,71,32,22,35,18,16,53,36,,
Larrell,Murchison,DL,DL,LAR,28,67,Normal,70,87,70,6,23,39,9,76,19,77,17,17,45,48,1.22,1
Colby,Parkinson,TE,TE,LAR,26,70,Normal,82,73,71,10,23,85,62,48,19,46,21,16,63,62,7.5,2
Jon,Runyan,OL,OL,NYG,28,75,Star,71,87,84,6,25,36,11,30,14,26,17,12,69,79,,
Austin,Jackson,OL,OL,MIA,26,74,Normal,72,84,81,6,22,31,12,54,26,52,20,20,78,75,7.0,1
Tyler,Davis,TE,TE,NE,28,60,Normal,82,74,68,52,61,77,54,45,19,42,17,13,54,56,1.05,3
Collin,Johnson,WR,WR,LV,27,69,Normal,86,70,72,10,25,83,68,31,16,31,19,15,59,40,,
Colton,McKivitz,OL,OL,SF,29,73,Normal,71,84,85,6,30,35,10,34,14,30,25,25,78,74,15.0,2
Jonah,Jackson,OL,OL,CHI,28,77,Normal,68,86,90,6,11,29,10,37,12,25,14,12,79,76,14.83,2
Jauan,Jennings,WR,WR,SF,28,80,Normal,88,78,88,51,68,89,78,30,14,32,18,17,67,34,8.0,1
Javon,Kinlaw,DL,DL,WAS,27,73,Normal,73,86,75,6,24,31,9,82,21,79,19,12,45,45,15.0,2
Brandon,Aiyuk,WR,WR,SF,27,87,Superstar,91,65,87,20,33,90,86,49,50,54,19,13,48,36,30.0,3
DaVon,Hamilton,DL,DL,JAX,28,74,Normal,70,91,74,6,22,26,10,79,20,78,18,19,45,44,11.5,2
Jordan,Love,QB,QB,GB,26,83,Star,84,62,84,87,92,21,14,26,18,27,42,27,19,18,55.0,3
Jordan,Elliott,DL,DL,SF,27,69,Normal,71,82,73,6,23,32,8,80,20,76,13,10,45,45,4.0,1
Quez,Watkins,WR,WR,ARI,27,71,Normal,93,41,65,10,24,84,74,29,14,30,16,12,41,27,1.22,1
Ben,Bartch,OL,OL,SF,27,69,Normal,67,85,75,6,25,54,32,29,14,28,37,27,72,69,1.22,1
D'Andre,Swift,RB,RB,CHI,26,81,Normal,90,68,82,23,38,71,67,31,14,33,18,12,32,53,8.0,2
Jacob,Phillips,LB,LB,IND,26,68,Normal,82,73,64,6,24,56,26,82,54,81,20,20,43,50,,
Malik,Harrison,LB,LB,PIT,27,73,Normal,85,75,73,28,47,58,21,83,58,83,55,46,45,45,5.0,1
Cole,Kmet,TE,TE,CHI,26,82,Normal,85,76,84,17,39,97,70,48,30,53,24,15,63,61,12.5,3
Logan,Wilson,LB,LB,CIN,29,82,Normal,86,74,84,16,30,77,35,88,70,86,70,55,45,45,,
Matt,Hennessy,OL,OL,SF,27,67,Normal,66,85,64,6,27,26,10,21,14,29,25,25,76,72,1.4,1
Darrynton,Evans,RB,RB,BUF,27,71,Normal,93,69,69,32,40,67,52,39,33,38,17,14,33,51,,
Akeem,Davis-Gaither,LB,LB,ARI,27,71,Normal,87,70,73,12,30,63,26,79,64,82,25,19,35,40,2.73,1
Mykal,Walker,LB,LB,ARI,28,70,Normal,87,72,73,6,25,68,26,81,62,82,17,14,47,47,1.4,1
Darnell,Mooney,WR,WR,ATL,27,81,Star,92,58,86,10,23,87,80,30,24,30,17,15,58,26,3.0,1
Hakeem,Adeniji,OL,OL,DAL,27,63,Normal,66,84,75,6,15,25,8,36,14,38,17,12,70,65,,
Chase,Young,DL,DL,NO,26,79,Normal,83,86,74,24,32,33,10,83,40,82,14,22,45,45,17.0,2
Justin,Jefferson,WR,WR,MIN,26,99,Star,91,64,99,30,43,96,98,36,22,42,18,12,51,25,1.23,3
Patrick,Queen,LB,LB,PIT,26,82,Normal,88,73,87,6,27,71,46,85,66,92,20,20,45,45,13.67,2
Robert,Hunt,OL,OL,CAR,29,82,Normal,66,89,90,6,25,41,8,39,14,32,20,20,86,78,20.0,4
Ezra,Cleveland,OL,OL,JAX,27,78,Normal,76,88,77,6,10,30,10,55,12,52,11,11,80,81,8.0,2
Antonio,Gibson,RB,RB,NE,27,78,Normal,92,68,78,34,43,72,70,43,28,44,18,14,43,57,,
Devin,Duvernay,WR,WR,CHI,27,75,Normal,93,68,73,30,44,87,76,35,18,34,17,12,53,28,1.85,1
Josiah,Deguara,TE,TE,ARI,28,65,Normal,85,78,61,25,41,81,58,41,13,36,21,16,60,56,,
Saahdiq,Charles,OL,OL,DAL,26,67,Normal,70,85,78,6,17,20,8,35,12,32,15,12,70,67,1.22,1
James,Lynch,DL,DL,TEN,26,68,Normal,72,82,66,9,23,38,18,78,29,80,71,56,45,45,1.31,1
Troy,Dye,LB,LB,LAC,28,70,Normal,87,71,73,12,30,61,31,79,62,80,15,19,45,45,2.75,1
Kevin,Dotson,OL,OL,LAR,28,85,Star,70,90,88,6,25,30,10,34,12,26,11,11,90,75,16.0,2
Khalid,Kareem,DL,DL,ATL,27,67,Normal,79,84,65,6,18,37,8,75,24,79,18,13,45,45,1.22,1
K.J.,Osborn,WR,WR,WAS,28,72,Normal,89,64,76,10,29,86,74,39,14,38,18,12,47,37,1.22,1
Blake,Brandel,OL,OL,MIN,28,72,Normal,69,87,81,6,25,23,8,29,14,28,37,27,74,75,3.17,2
Kyle,Hinton,OL,OL,ATL,27,60,Normal,75,87,63,6,30,39,13,37,14,34,25,25,62,63,2.88,1
Justin,Herbert,QB,QB,LAC,27,86,Superstar,86,71,88,87,96,39,14,36,14,37,20,16,24,17,52.5,4
CeeDee,Lamb,WR,WR,DAL,26,95,Star,90,70,95,26,37,95,94,38,22,30,48,33,54,39,34.0,3
Clyde,Edwards-Helaire,RB,RB,NO,26,74,Normal,87,72,68,30,37,72,60,26,14,27,21,17,31,58,,
Josh,Jones,OL,OL,SEA,28,71,Normal,67,85,72,6,30,36,10,35,14,24,25,25,75,79,4.0,1
Neville,Gallimore,DL,DL,IND,28,71,Normal,80,80,74,6,29,34,10,84,20,78,20,15,45,45,5.0,1
Lucas,Niang,OL,OL,WAS,27,66,Normal,66,86,72,6,30,30,15,28,18,23,25,25,72,69,,
John,Simpson,OL,OL,NYJ,28,82,Star,70,92,86,6,14,32,13,31,12,32,35,22,83,82,10.0,2
Leki,Fotu,DL,DL,LV,27,70,Normal,72,88,73,6,19,36,15,78,18,79,15,15,45,45,1.29,1
Tyler,Biadasz,OL,OL,WAS,27,81,Star,75,85,87,6,21,23,10,37,13,40,48,43,84,81,10.0,2
Andrew,Thomas,OL,OL,NYG,26,88,Superstar,69,90,85,6,23,46,20,31,14,27,24,22,81,91,23.5,4
Jalen,Reagor,WR,WR,LAC,26,71,Normal,92,62,60,15,31,78,72,28,18,28,18,16,43,32,1.22,1
Jalen,Hurts,QB,QB,PHI,27,86,Star,89,76,86,90,86,66,28,37,19,33,23,23,33,22,51.0,4
Lloyd,Cushenberry III,OL,OL,TEN,27,75,Normal,71,85,87,6,22,30,8,22,14,24,22,21,78,78,,
Matt,Peart,OL,OL,DEN,28,68,Normal,69,86,75,5,11,27,10,37,12,26,15,12,71,73,2.0,1
Netane,Muti,OL,OL,DET,26,71,Normal,67,96,66,6,17,17,10,44,10,42,15,28,74,70,,
Casey,Toohill,DL,DL,HOU,29,69,Normal,85,75,58,6,18,50,8,80,41,78,17,14,45,45,,
Tristan,Wirfs,OL,OL,TB,26,96,X-Factor,77,94,97,6,11,37,10,38,12,34,15,12,89,95,28.12,4
Jerry,Jeudy,WR,WR,CLE,26,84,Star,91,64,85,15,27,87,84,33,27,32,19,17,45,35,17.5,2
Cesar,Ruiz,OL,OL,NO,26,79,Normal,76,87,84,6,25,22,10,27,12,24,11,11,78,81,11.0,3
Jordyn,Brooks,LB,LB,MIA,27,80,Star,87,74,85,6,25,56,10,87,58,88,20,20,45,45,8.75,2
Tee,Higgins,WR,WR,CIN,26,87,Superstar,91,71,90,32,28,97,82,33,23,33,17,13,48,34,28.75,3
KJ,Hamler,WR,WR,BUF,26,72,Normal,93,58,61,15,30,78,73,24,18,26,18,14,54,27,,
Darrell,Taylor,DL,DL,HOU,28,72,Normal,83,86,68,6,31,59,40,82,52,80,18,13,45,45,,
Cam,Akers,RB,RB,NO,26,77,Normal,89,73,70,44,56,66,54,28,14,30,20,20,39,59,,
Van,Jefferson,WR,WR,TEN,29,72,Normal,89,59,76,27,36,81,75,34,20,30,18,14,36,41,1.4,1
Damien,Lewis,OL,OL,CAR,28,83,Star,68,89,88,6,26,26,10,42,14,41,25,25,85,79,13.25,3
Zack,Baun,LB,LB,PHI,28,88,Superstar,87,80,87,40,47,66,23,94,78,88,21,19,45,45,17.0,2
McTelvin,Agim,DL,DL,CIN,27,66,Normal,73,84,65,6,19,36,12,80,26,78,25,21,45,45,,
Adam,Trautman,TE,TE,DEN,28,71,Normal,82,74,61,54,65,83,60,33,16,32,27,20,66,63,5.67,2
DeeJay,Dallas,RB,RB,ARI,26,68,Normal,88,75,75,35,42,71,60,42,29,34,20,16,49,52,1.26,1
Tyler,Johnson,WR,WR,NYJ,27,69,Normal,87,68,67,46,56,82,70,37,30,34,19,16,45,30,1.22,1
Justin,Strnad,LB,LB,DEN,29,71,Normal,88,71,76,12,30,60,16,82,64,82,20,15,45,45,6.0,2
Charlie,Woerner,TE,TE,ATL,27,65,Normal,82,77,72,16,34,73,58,58,54,60,17,13,62,61,4.0,2
Joe,Burrow,QB,QB,CIN,28,97,Superstar,84,68,99,97,88,40,22,36,31,34,21,17,15,15,55.0,4
Dominique,Dafney,TE,TE,CAR,28,61,Normal,83,70,54,6,33,74,56,39,14,36,15,14,61,57,,
Kwity,Paye,DL,DL,IND,26,77,Normal,84,86,72,6,25,46,24,85,30,82,20,18,45,45,16.0,2
Dayo,Odeyingbo,DL,DL,CHI,25,73,Normal,80,84,71,6,26,45,20,81,29,81,15,15,45,45,16.0,2
Mike,Strachan,WR,WR,WAS,28,66,Normal,87,72,72,15,25,79,68,28,14,26,14,17,45,29,,
Will,Fries,OL,OL,MIN,27,80,Normal,59,87,83,6,25,23,8,38,12,42,21,22,85,78,17.54,4
Tim,Jones,WR,WR,MIN,27,64,Normal,89,63,63,10,25,79,68,35,24,40,18,13,51,27,1.22,1
Jamien,Sherwood,LB,LB,NYJ,25,74,Normal,81,67,77,33,43,63,32,85,69,86,25,20,35,35,15.0,2
Kenny,Yeboah,TE,TE,DET,26,64,Normal,82,70,62,10,29,76,60,43,30,38,70,58,57,58,1.22,1
Shane,Zylstra,TE,TE,DET,28,66,Normal,82,65,65,6,25,79,62,34,15,40,24,21,58,34,1.22,1
Will,Sherman,OL,OL,DEN,26,59,Normal,65,81,66,6,12,31,8,36,12,24,12,17,64,62,,
Rashod,Bateman,WR,WR,BAL,25,81,Normal,92,60,84,12,28,86,82,29,14,30,22,20,47,36,12.25,2
Aaron,Banks,OL,OL,GB,28,75,Normal,60,86,82,6,25,30,8,25,14,27,19,22,80,74,19.25,3
Azeez,Ojulari,DL,DL,PHI,25,73,Normal,85,77,70,6,23,50,24,76,47,80,14,12,45,45,1.4,1
Nico,Collins,WR,WR,HOU,26,89,Superstar,94,67,93,25,39,96,86,26,16,26,22,15,49,35,30.0,1
Chuba,Hubbard,RB,RB,CAR,26,85,Star,92,73,86,20,31,73,56,32,14,30,22,17,42,54,8.3,3
Brevin,Jordan,TE,TE,HOU,25,68,Normal,86,73,59,33,42,80,60,43,17,44,15,11,58,59,1.72,1
Jaylon,Moore,OL,OL,KC,27,71,Normal,63,84,75,6,13,38,18,44,12,40,16,11,72,79,15.0,1
Elijah,Mitchell,RB,RB,KC,27,75,Normal,88,71,69,16,27,69,57,27,16,28,20,19,36,54,1.22,1
Roy,Lopez,DL,DL,DET,28,72,Normal,66,90,74,6,21,22,8,78,16,74,17,13,45,45,5.25,1
Gary,Brightwell,RB,RB,CIN,27,64,Normal,85,73,66,23,36,59,45,37,22,36,19,14,38,47,1.15,1
Foster,Sarell,OL,OL,WAS,27,55,Normal,54,86,65,6,22,23,13,35,10,24,17,12,64,59,1.22,1
Quintin,Morris,TE,TE,JAX,26,63,Normal,83,72,62,16,29,80,55,42,25,37,15,14,55,53,2.0,1
Robert,Jones,OL,OL,DAL,26,70,Normal,65,88,78,6,15,24,8,32,10,34,22,20,73,71,1.75,1
Alaric,Jackson,OL,OL,LAR,27,78,Normal,63,85,86,6,26,22,15,42,11,44,13,11,82,82,19.25,2
Jordan,Meredith,OL,OL,LV,27,75,Normal,68,83,77,6,22,24,8,37,12,34,11,9,78,79,3.52,1
Raymond,Johnson III,DL,DL,CIN,26,62,Normal,79,75,62,6,25,35,16,75,22,76,15,16,45,45,,
Jaylen,Waddle,WR,WR,MIA,26,85,Star,97,57,84,24,34,82,82,29,16,26,19,16,52,32,28.25,2
Jamin,Davis,LB,LB,NYJ,26,67,Normal,89,73,63,6,24,68,12,83,52,81,20,20,29,23,1.22,1
Christian,Darrisaw,OL,OL,MIN,26,92,Superstar,73,92,92,6,13,26,10,29,12,29,17,13,86,93,26.0,3
Sam,Cosmi,OL,OL,WAS,26,87,Superstar,77,87,88,6,22,54,24,35,12,32,18,19,90,82,,
Dillon,Radunz,OL,OL,NO,27,72,Normal,69,84,81,6,19,28,10,31,14,32,18,18,76,73,3.5,1
Dee,Eskridge,WR,WR,MIA,28,69,Normal,92,58,64,10,22,78,70,40,26,40,19,13,43,31,,
Nick,Bolton,LB,LB,KC,25,83,Star,87,74,89,6,13,64,13,88,66,90,20,11,45,45,15.0,2
Josh,Myers,OL,OL,NYJ,27,71,Normal,62,89,80,6,26,31,8,31,12,33,18,12,73,75,5.5,1
Creed,Humphrey,OL,OL,KC,26,94,Star,74,90,97,6,24,25,10,39,9,28,14,11,94,91,18.0,3
Alim,McNeill,DL,DL,DET,25,83,Normal,75,93,89,6,21,48,22,83,23,80,23,19,50,47,24.25,3
Dyami,Brown,WR,WR,JAX,25,76,Normal,93,63,79,35,51,87,77,37,26,36,17,13,46,25,1.75,1
Dez,Fitzpatrick,WR,WR,LAC,27,65,Normal,89,59,68,15,28,78,68,29,17,26,46,40,41,28,,
John,Bates,TE,TE,WAS,27,66,Normal,78,75,66,10,25,77,58,47,24,47,23,19,64,63,7.0,2
Tylan,Wallace,WR,WR,BAL,26,71,Normal,90,64,70,10,27,82,70,40,28,40,20,22,60,36,1.4,1
Royce,Newman,OL,OL,ARI,28,70,Normal,67,83,82,6,13,22,8,23,12,24,12,12,69,75,,
Tony,Fields II,LB,LB,LAR,26,67,Normal,86,64,74,6,25,66,33,78,61,84,19,19,45,45,1.15,1
Ihmir,Smith-Marsette,WR,WR,NYG,26,67,Normal,90,54,62,42,63,78,71,45,28,42,18,12,47,24,1.22,1
Brenden,Jaimes,OL,OL,TEN,26,59,Normal,65,82,71,6,14,21,8,32,9,26,20,21,62,66,,
Noah,Gray,TE,TE,KC,26,75,Normal,85,69,79,37,51,89,64,37,16,36,23,18,60,60,6.0,2
Zach,Davidson,TE,TE,BUF,27,61,Normal,84,71,56,49,71,78,59,38,14,34,79,65,56,55,,
K.J.,Britt,LB,LB,MIA,26,71,Normal,81,74,75,6,30,49,10,81,64,86,20,20,45,45,1.4,1
Cameron,McGrone,LB,LB,IND,25,63,Normal,87,69,57,6,15,56,10,78,56,77,14,12,45,45,1.22,1
Simi,Fehoko,WR,WR,ARI,27,67,Normal,90,66,69,12,25,81,68,43,32,42,22,15,48,37,1.4,1
Nick,Niemann,LB,LB,HOU,27,66,Normal,88,71,66,6,21,57,26,82,59,76,20,20,45,45,2.25,1
Quinton,Bohanna,DL,DL,SEA,26,67,Normal,56,92,68,26,40,27,8,76,14,74,19,22,45,45,1.22,1
Stone,Forsythe,OL,OL,NYG,27,62,Normal,67,87,73,6,12,24,12,31,10,28,14,13,66,68,2.0,1
Cole,Van Lanen,OL,OL,JAX,27,59,Normal,68,79,67,6,30,22,10,26,14,26,14,10,64,61,17.0,2
Isaiah,McDuffie,LB,LB,GB,26,73,Normal,87,73,75,14,24,60,28,86,60,82,14,12,45,45,4.0,1
Trey,Smith,OL,OL,KC,26,90,Superstar,71,95,88,6,25,24,8,32,10,28,24,22,92,79,23.5,3
Grant,Stuard,LB,LB,DET,26,63,Normal,84,76,67,6,26,47,10,78,56,84,26,26,45,45,2.23,1
Shane,Buechele,QB,QB,BUF,27,52,Normal,74,51,57,73,82,32,14,19,16,19,24,21,24,20,1.15,1
Malik,Herring,DL,DL,KC,27,63,Normal,75,78,59,6,12,34,20,78,18,77,14,10,45,45,1.22,1
Naquan,Jones,DL,DL,LAC,27,65,Normal,61,82,73,6,19,33,14,78,12,74,15,15,45,45,2.0,1
Caleb,Johnson,LB,LB,ATL,27,59,Normal,81,67,56,6,30,63,18,77,61,74,20,17,35,35,,
Amen,Ogbongbemiga,LB,LB,CHI,27,59,Normal,83,68,58,6,17,46,10,73,44,78,29,25,45,45,,
Curtis,Robinson,LB,LB,SF,27,57,Normal,85,74,57,6,24,51,10,76,52,74,18,17,45,45,1.22,1
Kayode,Awosika,OL,OL,DET,26,63,Normal,65,86,64,6,15,26,9,35,10,36,33,27,72,65,2.0,1
Jack,Stoll,TE,TE,NO,27,63,Normal,83,68,65,11,33,80,56,34,17,32,24,18,63,59,1.31,1
Brock,Wright,TE,TE,DET,26,66,Normal,86,79,74,10,26,79,58,43,12,30,22,21,59,58,4.0,2
Jaret,Patterson,RB,RB,LAC,25,65,Normal,85,61,66,16,24,66,50,37,30,46,19,12,35,45,1.15,1
Brandon,Smith,WR,WR,NYJ,26,62,Normal,84,70,52,23,33,74,60,35,20,39,17,11,54,44,0.89,1
Ryan,McCollum,OL,OL,PIT,27,53,Normal,62,80,60,6,12,30,10,37,11,32,16,13,65,62,1.33,1
Jack,Heflin,DL,DL,LAR,27,64,Normal,61,83,67,6,15,25,8,74,21,72,17,14,48,46,1.06,1
Jake,Curhan,OL,OL,ARI,27,63,Normal,57,81,72,6,28,31,10,32,10,38,23,17,72,66,,
Jon,Rhattigan,LB,LB,CAR,26,64,Normal,80,72,55,6,25,59,27,81,55,78,20,20,51,49,1.22,1
Christian,Elliss,LB,LB,NE,26,68,Normal,85,74,68,6,21,58,10,82,52,82,11,12,45,45,6.75,1
Feleipe,Franks,TE,TE,ATL,27,54,Normal,84,65,62,74,90,76,49,26,15,26,61,53,50,49,1.26,1
Ryan,Neuzil,OL,OL,ATL,28,65,Normal,69,85,72,6,21,50,42,22,8,32,57,52,68,71,4.75,1
Kion,Smith,OL,OL,MIA,26,58,Normal,61,75,62,6,17,23,12,32,10,33,15,10,67,63,,
Austin,Trammell,WR,WR,JAX,27,63,Normal,85,66,55,10,27,82,64,36,10,21,42,34,52,27,1.16,1
Kene,Nwangwu,RB,RB,NYJ,27,67,Normal,93,68,65,16,31,61,47,29,14,27,17,15,33,45,2.0,1
Isaiahh,Loudermilk,DL,DL,PIT,27,65,Normal,69,79,61,6,28,51,23,79,19,78,15,15,45,45,1.22,1
Tutu,Atwell,WR,WR,LAR,25,75,Star,93,40,78,56,66,83,78,18,14,20,20,17,36,22,1.4,1
Evan,McPherson,K,K,CIN,26,74,Normal,75,37,59,22,27,32,17,16,13,19,95,79,17,13,5.5,2
Earnest,Brown IV,DL,DL,DAL,26,66,Normal,72,83,64,6,11,36,6,72,34,74,14,22,45,45,1.2,1
Trey,Hill,OL,OL,GB,25,63,Normal,56,84,73,6,26,24,8,37,12,21,22,22,71,65,,
Jimmy,Morrissey,OL,OL,NYG,27,59,Normal,61,81,70,6,30,35,8,37,14,30,25,25,66,62,1.07,1
Ben,Skowronek,WR,WR,PIT,28,70,Normal,85,68,74,12,30,88,72,47,26,52,15,19,54,39,,
Jackson,Carman,OL,OL,MIA,25,67,Normal,58,89,67,6,21,24,8,28,12,22,22,20,70,68,,
Chris,Rumph II,DL,DL,NO,26,67,Normal,80,74,60,6,26,36,11,76,42,78,15,16,45,45,2.0,1
Rhamondre,Stevenson,RB,RB,NE,27,80,Star,88,79,83,20,32,71,54,41,13,36,20,18,55,63,9.0,3
Kylen,Granson,TE,TE,PHI,27,69,Normal,85,69,69,10,27,79,61,38,15,35,20,17,59,60,1.4,1
Janarius,Robinson,DL,DL,KC,27,66,Normal,81,81,67,6,25,50,20,74,39,80,18,19,45,45,,
Sam,Ehlinger,QB,QB,DEN,26,56,Normal,78,67,53,72,83,70,30,27,12,23,18,14,25,18,2.0,1
Penei,Sewell,OL,OL,DET,24,96,X-Factor,73,97,97,6,18,44,16,32,12,35,23,20,98,88,28.0,3
Jay,Tufele,DL,DL,NYJ,26,68,Normal,71,88,63,6,23,25,6,83,18,79,17,12,45,45,1.22,1
Tommy,Togiai,DL,DL,HOU,25,67,Normal,71,91,53,6,23,23,7,81,16,80,17,17,45,44,2.68,1
Luke,Farrell,TE,TE,SF,27,64,Normal,78,77,63,10,25,78,56,45,14,44,24,19,63,61,4.0,1
Najee,Harris,RB,RB,LAC,27,82,Star,88,82,77,35,43,67,58,44,24,41,18,15,50,60,,
Pat,Freiermuth,TE,TE,PIT,26,84,Star,83,78,94,25,30,91,71,58,36,58,72,62,61,63,12.1,3
Davis,Mills,QB,QB,HOU,26,65,Normal,78,56,67,79,87,22,11,19,12,18,54,41,16,14,7.0,1
Ja'Marr,Chase,WR,WR,CIN,25,99,Star,95,73,99,15,33,98,97,34,15,32,24,17,56,37,40.25,3
Joseph,Ossai,DL,DL,CIN,25,72,Normal,84,80,66,6,24,53,8,79,50,81,45,38,45,45,11.5,2
Bobby,Brown III,DL,DL,CAR,25,74,Normal,72,86,73,6,22,26,8,86,20,77,18,19,45,44,7.0,2
Larry,Borom,OL,OL,MIA,26,66,Normal,67,83,82,6,25,24,8,28,14,24,21,12,70,71,5.0,1
Khalil,Herbert,RB,RB,IND,27,76,Normal,88,73,77,17,37,66,52,31,14,30,18,12,35,62,,
Khyiris,Tonga,DL,DL,NE,29,71,Normal,68,91,69,6,23,30,17,76,21,76,27,28,49,48,7.0,2
DeVonta,Smith,WR,WR,PHI,26,89,Superstar,92,49,92,19,31,93,90,36,32,42,18,15,45,31,1.04,2
Greg,Rousseau,DL,DL,BUF,25,88,Star,86,83,95,6,22,51,26,85,40,87,20,19,44,44,,
Jeremiah,Owusu-Koramoah,LB,LB,CLE,25,83,Star,88,65,85,35,43,72,28,83,72,89,18,17,45,45,12.5,2
Milton,Williams,DL,DL,NE,26,85,Star,83,92,88,6,22,29,11,86,21,79,14,13,45,45,26.0,3
Kenneth,Gainwell,RB,RB,PIT,26,75,Normal,89,70,72,32,47,68,58,30,14,30,47,45,32,56,7.0,1
Marlon,Tuipulotu,DL,DL,KC,26,68,Normal,69,87,70,6,10,33,6,78,18,76,21,16,52,53,,
Michael,Carter,RB,RB,ARI,26,71,Normal,87,66,64,31,39,69,55,27,13,27,20,16,33,52,1.22,1
Payton,Turner,DL,DL,DAL,26,73,Normal,80,82,68,6,28,37,10,84,28,84,15,15,45,45,1.15,1
Pete,Werner,LB,LB,NO,26,78,Normal,84,72,81,6,30,62,8,88,68,84,20,20,45,45,7.5,2
Kyle,Trask,QB,QB,TB,27,59,Normal,69,57,60,77,84,33,14,26,13,20,48,38,17,14,,
Landon,Young,OL,OL,NO,28,62,Normal,66,90,68,8,35,28,14,32,12,34,20,22,68,66,1.22,1
Micah,Parsons,DL,DL,DAL,26,98,Superstar,90,89,97,6,30,62,36,89,62,89,20,20,45,45,46.5,3
Rondale,Moore,WR,WR,MIN,25,78,Normal,93,66,73,38,41,82,77,25,13,26,23,20,49,32,,
Osa,Odighizuwa,DL,DL,DAL,27,79,Normal,77,85,84,6,12,26,6,86,22,80,20,18,45,45,20.0,3
Justin,Fields,QB,QB,NYJ,26,74,Normal,92,65,60,81,91,32,16,24,18,20,19,18,30,16,11.0,1
Ta'Quon,Graham,DL,DL,ATL,26,69,Normal,74,86,64,6,23,25,8,78,23,78,17,17,45,44,1.26,1
Avery,Williams,RB,RB,PHI,27,62,Normal,90,61,54,6,27,58,42,53,60,63,18,17,30,44,,
Teven,Jenkins,OL,OL,CLE,27,80,Star,74,91,77,6,22,19,8,31,10,34,14,14,82,83,4.0,1
Levi,Onwuzurike,DL,DL,DET,27,74,Normal,79,87,74,6,25,28,10,83,26,78,15,10,45,45,1.22,1
Drew,Dalman,OL,OL,CHI,26,79,Normal,70,87,87,6,15,25,10,32,10,28,15,14,88,70,,
Michael,Bandy,WR,WR,DEN,27,63,Normal,86,49,55,21,32,77,67,25,22,27,21,20,44,30,1.08,1
Amon-Ra,St. Brown,WR,WR,DET,25,96,X-Factor,90,67,98,33,48,99,92,34,16,30,20,14,47,30,30.0,3
Derrick,Barnes,LB,LB,DET,26,73,Normal,86,79,77,11,25,59,24,83,60,82,21,20,45,46,8.0,2
Tyrone,Wheatley Jr.,OL,OL,ATL,28,60,Normal,71,84,59,13,23,63,49,30,8,26,12,11,62,69,,
Brady,Christensen,OL,OL,CAR,28,74,Normal,74,88,75,6,21,26,12,25,14,21,18,12,75,78,,
Kyle,Pitts,TE,TE,ATL,24,78,Star,90,71,70,28,48,85,70,41,20,38,18,14,56,60,15.04,1
Trevor,Lawrence,QB,QB,JAX,25,75,Normal,88,69,73,82,92,50,21,27,16,25,27,23,21,16,55.0,4
Mac,Jones,QB,QB,SF,27,69,Normal,84,60,72,82,85,28,14,18,12,16,41,29,32,14,3.5,1
Walker,Little,OL,OL,JAX,26,76,Normal,62,85,81,6,22,26,10,35,12,30,18,19,74,82,13.5,2
Spencer,Brown,OL,OL,BUF,27,85,Superstar,74,91,85,6,23,55,19,42,14,48,25,25,86,83,18.0,3
Ben,Cleveland,OL,OL,BAL,27,68,Normal,70,90,68,5,23,12,8,31,11,24,13,12,72,68,1.22,1
Alijah,Vera-Tucker,OL,OL,NYJ,26,84,Normal,75,91,85,6,25,25,8,36,12,27,20,20,85,83,14.0,2
Elijah,Moore,WR,WR,BUF,25,77,Normal,92,59,69,12,36,84,76,24,14,23,16,13,44,27,1.31,1
Christian,Barmore,DL,DL,NE,26,80,Star,74,89,86,6,24,37,12,86,21,82,11,12,45,45,21.0,3
Chauncey,Golston,DL,DL,NYG,27,74,Normal,78,81,76,6,23,65,18,82,34,79,10,10,45,45,6.0,2
Kendrick,Green,OL,OL,BUF,26,69,Normal,75,86,79,6,25,23,8,48,12,37,11,11,72,67,1.19,1
Trey,Sermon,RB,RB,PIT,26,67,Normal,85,78,61,30,37,67,52,34,14,34,23,16,51,52,,
Robert,Hainsey,OL,OL,JAX,27,68,Normal,64,87,82,6,21,22,10,25,12,26,13,11,70,72,7.0,2
Malcolm,Koonce,DL,DL,LV,27,73,Normal,79,75,75,6,26,47,22,79,42,80,20,17,45,45,11.01,1
Divine,Deablo,LB,LB,ATL,27,73,Normal,88,69,78,6,23,73,48,85,58,88,14,11,35,35,7.0,1
Javonte,Williams,RB,RB,DAL,25,78,Normal,88,80,77,10,32,69,59,35,18,34,18,14,52,62,8.0,2
Monty,Rice,LB,LB,NE,26,68,Normal,86,72,65,6,20,48,13,82,60,84,14,15,45,45,,
Quinn,Meinerz,OL,OL,DEN,26,95,X-Factor,76,95,95,6,21,25,9,32,14,34,19,13,97,89,18.0,3
